,year,hood_id,neighborhood,district,type,frequency
9640,2017,110205,AltHohenschönhausen Süd,Lichtenberg,bike_theft,408
9641,2017,110306,Fennpfuhl,Lichtenberg,bike_theft,454
9642,2017,110307,AltLichtenberg,Lichtenberg,bike_theft,737
9643,2017,110308,Frankfurter Allee Süd,Lichtenberg,bike_theft,970
9644,2017,110409,Neu Lichtenberg,Lichtenberg,bike_theft,854
9645,2017,110410,Friedrichsfelde Nord,Lichtenberg,bike_theft,340
9646,2017,110411,Friedrichsfelde Süd,Lichtenberg,bike_theft,402
9647,2017,110512,Rummelsburger Bucht,Lichtenberg,bike_theft,1817
9648,2017,110513,Karlshorst,Lichtenberg,bike_theft,979
9649,2017,121031,Ost 1  Reginhardstr.,Reinickendorf,bike_theft,605
9650,2017,121032,Ost 2  AltReinickendorf,Reinickendorf,bike_theft,397
9651,2017,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,bike_theft,319
9652,2017,122144,West 4  AugusteViktoriaAllee,Reinickendorf,bike_theft,284
9653,2017,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,bike_theft,617
9654,2017,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,bike_theft,179
9655,2017,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,bike_theft,605
9656,2017,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,bike_theft,314
9657,2017,123021,MV 1  Märkisches Viertel,Reinickendorf,bike_theft,222
9658,2017,123022,MV 2  Rollbergsiedlung,Reinickendorf,bike_theft,184
9659,2017,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,bike_theft,452
9660,2018,10111,Tiergarten Süd,Mitte,bike_theft,2119
9661,2018,10112,Regierungsviertel,Mitte,bike_theft,3043
9662,2018,10113,Alexanderplatz,Mitte,bike_theft,1555
9663,2018,10114,Brunnenstraße Süd,Mitte,bike_theft,1007
9664,2018,10221,Moabit West,Mitte,bike_theft,971
9665,2018,10222,Moabit Ost,Mitte,bike_theft,946
9666,2018,10331,Osloer Straße,Mitte,bike_theft,667
9667,2018,10332,Brunnenstraße Nord,Mitte,bike_theft,717
9668,2018,10441,Parkviertel,Mitte,bike_theft,788
9669,2018,10442,Wedding Zentrum,Mitte,bike_theft,753
9670,2018,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,bike_theft,1100
9671,2018,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,bike_theft,1873
9672,2018,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,bike_theft,1322
9673,2018,20304,südliche Luisenstadt,FriedrichshainKreuzberg,bike_theft,1768
9674,2018,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,bike_theft,1023
9675,2018,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,bike_theft,1451
9676,2018,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,bike_theft,1283
9677,2018,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,bike_theft,1354
9678,2018,30101,Buch,Pankow,bike_theft,868
9679,2018,30202,Blankenfelde/Niederschönhausen,Pankow,bike_theft,698
9680,2018,30203,Buchholz,Pankow,bike_theft,318
9681,2018,30304,Karow,Pankow,bike_theft,643
9682,2018,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,bike_theft,652
9683,2018,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,bike_theft,279
9684,2018,30406,Pankow Zentrum,Pankow,bike_theft,1608
9685,2018,30408,Pankow Süd,Pankow,bike_theft,1115
9686,2018,30509,Weißensee,Pankow,bike_theft,726
9687,2018,30510,Weißensee Ost,Pankow,bike_theft,561
9688,2018,30611,Prenzlauer Berg Nordwest,Pankow,bike_theft,1398
9689,2018,30612,Prenzlauer Berg Nord,Pankow,bike_theft,1607
9690,2018,30613,Helmholtzplatz,Pankow,bike_theft,1299
9691,2018,30614,Prenzlauer Berg Ost,Pankow,bike_theft,1147
9692,2018,30715,Prenzlauer Berg Südwest,Pankow,bike_theft,1407
9693,2018,30716,Prenzlauer Berg Süd,Pankow,bike_theft,950
9694,2018,40101,CharlottenburgNord,CharlottenburgWilmersdorf,bike_theft,631
9695,2018,40202,Heerstrasse,CharlottenburgWilmersdorf,bike_theft,579
9696,2018,40203,Westend,CharlottenburgWilmersdorf,bike_theft,744
9697,2018,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,bike_theft,777
9698,2018,40305,Mierendorffplatz,CharlottenburgWilmersdorf,bike_theft,822
9699,2018,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,bike_theft,1524
9700,2018,40307,Neue Kantstraße,CharlottenburgWilmersdorf,bike_theft,1093
9701,2018,40308,Kantstraße,CharlottenburgWilmersdorf,bike_theft,1262
9702,2018,40309,Kurfürstendamm,CharlottenburgWilmersdorf,bike_theft,1726
9703,2018,40310,Halensee,CharlottenburgWilmersdorf,bike_theft,796
9704,2018,40411,Grunewald,CharlottenburgWilmersdorf,bike_theft,496
9705,2018,40412,Schmargendorf,CharlottenburgWilmersdorf,bike_theft,367
9706,2018,40413,Wiesbadener Straße,CharlottenburgWilmersdorf,bike_theft,978
9707,2018,40514,Düsseldorfer Straße,CharlottenburgWilmersdorf,bike_theft,1068
9708,2018,40515,Barstraße,CharlottenburgWilmersdorf,bike_theft,1150
9709,2018,40516,Volkspark Wilmersdorf,CharlottenburgWilmersdorf,bike_theft,1358
9710,2018,40617,Forst Grunewald,CharlottenburgWilmersdorf,bike_theft,1389
9711,2018,50101,Hakenfelde,Spandau,bike_theft,239
9712,2018,50102,Falkenhagener Feld,Spandau,bike_theft,420
9713,2018,50103,Spandau Mitte,Spandau,bike_theft,725
9714,2018,50204,Brunsbütteler Damm,Spandau,bike_theft,367
9715,2018,50205,Heerstraße Nord,Spandau,bike_theft,192
9716,2018,50206,Wilhelmstadt,Spandau,bike_theft,628
9717,2018,50307,Haselhorst,Spandau,bike_theft,356
9718,2018,50308,Siemensstadt,Spandau,bike_theft,1355
9719,2018,50409,Gatow/Kladow,Spandau,bike_theft,191
9720,2018,60101,Schloßstr.,SteglitzZehlendorf,bike_theft,1362
9721,2018,60102,Albrechtstr.,SteglitzZehlendorf,bike_theft,565
9722,2018,60203,Lankwitz,SteglitzZehlendorf,bike_theft,303
9723,2018,60204,Ostpreußendamm,SteglitzZehlendorf,bike_theft,459
9724,2018,60305,Teltower Damm,SteglitzZehlendorf,bike_theft,1002
9725,2018,60306,Drakestr.,SteglitzZehlendorf,bike_theft,709
9726,2018,60407,Zehlendorf Südwest,SteglitzZehlendorf,bike_theft,530
9727,2018,60408,Zehlendorf Nord,SteglitzZehlendorf,bike_theft,723
9728,2018,70101,SchönebergNord,TempelhofSchöneberg,bike_theft,1183
9729,2018,70202,SchönebergSüd,TempelhofSchöneberg,bike_theft,1353
9730,2018,70303,Friedenau,TempelhofSchöneberg,bike_theft,940
9731,2018,70404,Tempelhof,TempelhofSchöneberg,bike_theft,771
9732,2018,70505,Mariendorf,TempelhofSchöneberg,bike_theft,358
9733,2018,70606,Marienfelde,TempelhofSchöneberg,bike_theft,279
9734,2018,70707,Lichtenrade,TempelhofSchöneberg,bike_theft,193
9735,2018,80101,Schillerpromenade,Neukölln,bike_theft,706
9736,2018,80102,Neuköllner Mitte/Zentrum,Neukölln,bike_theft,986
9737,2018,80103,Reuterstraße,Neukölln,bike_theft,1004
9738,2018,80104,Rixdorf,Neukölln,bike_theft,782
9739,2018,80105,Köllnische Heide,Neukölln,bike_theft,289
9740,2018,80206,Britz,Neukölln,bike_theft,417
9741,2018,80207,Buckow,Neukölln,bike_theft,124
9742,2018,80308,Gropiusstadt,Neukölln,bike_theft,270
9743,2018,80409,Buckow Nord,Neukölln,bike_theft,359
9744,2018,80410,Rudow,Neukölln,bike_theft,205
9745,2018,90101,AltTreptow,TreptowKöpenick,bike_theft,2334
9746,2018,90102,Plänterwald,TreptowKöpenick,bike_theft,677
9747,2018,90103,Baumschulenweg,TreptowKöpenick,bike_theft,638
9748,2018,90104,Johannisthal,TreptowKöpenick,bike_theft,459
9749,2018,90205,Oberschöneweide,TreptowKöpenick,bike_theft,507
9750,2018,90206,Niederschöneweide,TreptowKöpenick,bike_theft,1123
9751,2018,90207,Adlershof,TreptowKöpenick,bike_theft,1214
9752,2018,90208,Köllnische Vorstadt/Spindlersfeld,TreptowKöpenick,bike_theft,701
9753,2018,90309,Altglienicke,TreptowKöpenick,bike_theft,376
9754,2018,90310,Bohnsdorf,TreptowKöpenick,bike_theft,394
9755,2018,90311,Grünau,TreptowKöpenick,bike_theft,1351
9756,2018,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,TreptowKöpenick,bike_theft,275
9757,2018,90413,KöpenickSüd,TreptowKöpenick,bike_theft,371
9758,2018,90414,AllendeViertel,TreptowKöpenick,bike_theft,457
9759,2018,90415,AltstadtKietz,TreptowKöpenick,bike_theft,769
9760,2018,90416,Müggelheim,TreptowKöpenick,bike_theft,194
9761,2018,90517,Friedrichshagen,TreptowKöpenick,bike_theft,1139
9762,2018,90518,Rahnsdorf/Hessenwinkel,TreptowKöpenick,bike_theft,1002
9763,2018,90519,Dammvorstadt,TreptowKöpenick,bike_theft,1049
9764,2018,90520,KöpenickNord,TreptowKöpenick,bike_theft,593
9765,2018,100101,MarzahnNord,MarzahnHellersdorf,bike_theft,389
9766,2018,100102,MarzahnMitte,MarzahnHellersdorf,bike_theft,202
9767,2018,100103,MarzahnSüd,MarzahnHellersdorf,bike_theft,221
9768,2018,100204,HellersdorfNord,MarzahnHellersdorf,bike_theft,280
9769,2018,100205,HellersdorfOst,MarzahnHellersdorf,bike_theft,325
9770,2018,100206,HellersdorfSüd,MarzahnHellersdorf,bike_theft,394
9771,2018,100307,Biesdorf,MarzahnHellersdorf,bike_theft,683
9772,2018,100408,Kaulsdorf,MarzahnHellersdorf,bike_theft,576
9773,2018,100409,Mahlsdorf,MarzahnHellersdorf,bike_theft,465
9774,2018,110101,"Malchow, Wartenberg und Falkenberg",Lichtenberg,bike_theft,276
9775,2018,110102,NeuHohenschönhausen Nord,Lichtenberg,bike_theft,234
9776,2018,110103,NeuHohenschönhausen Süd,Lichtenberg,bike_theft,384
9777,2018,110204,AltHohenschönhausen Nord,Lichtenberg,bike_theft,265
9778,2018,110205,AltHohenschönhausen Süd,Lichtenberg,bike_theft,363
9779,2018,110306,Fennpfuhl,Lichtenberg,bike_theft,481
9780,2018,110307,AltLichtenberg,Lichtenberg,bike_theft,820
9781,2018,110308,Frankfurter Allee Süd,Lichtenberg,bike_theft,1007
9782,2018,110409,Neu Lichtenberg,Lichtenberg,bike_theft,1067
9783,2018,110410,Friedrichsfelde Nord,Lichtenberg,bike_theft,435
9784,2018,110411,Friedrichsfelde Süd,Lichtenberg,bike_theft,556
9785,2018,110512,Rummelsburger Bucht,Lichtenberg,bike_theft,2389
9786,2018,110513,Karlshorst,Lichtenberg,bike_theft,789
9787,2018,121031,Ost 1  Reginhardstr.,Reinickendorf,bike_theft,389
9788,2018,121032,Ost 2  AltReinickendorf,Reinickendorf,bike_theft,443
9789,2018,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,bike_theft,263
9790,2018,122144,West 4  AugusteViktoriaAllee,Reinickendorf,bike_theft,283
9791,2018,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,bike_theft,628
9792,2018,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,bike_theft,192
9793,2018,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,bike_theft,560
9794,2018,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,bike_theft,420
9795,2018,123021,MV 1  Märkisches Viertel,Reinickendorf,bike_theft,174
9796,2018,123022,MV 2  Rollbergsiedlung,Reinickendorf,bike_theft,259
9797,2018,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,bike_theft,359
9798,2019,10111,Tiergarten Süd,Mitte,bike_theft,1992
9799,2019,10112,Regierungsviertel,Mitte,bike_theft,2803
9800,2019,10113,Alexanderplatz,Mitte,bike_theft,1634
9801,2019,10114,Brunnenstraße Süd,Mitte,bike_theft,1134
9802,2019,10221,Moabit West,Mitte,bike_theft,704
9803,2019,10222,Moabit Ost,Mitte,bike_theft,897
9804,2019,10331,Osloer Straße,Mitte,bike_theft,728
9805,2019,10332,Brunnenstraße Nord,Mitte,bike_theft,835
9806,2019,10441,Parkviertel,Mitte,bike_theft,562
9807,2019,10442,Wedding Zentrum,Mitte,bike_theft,539
9808,2019,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,bike_theft,1186
9809,2019,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,bike_theft,1801
9810,2019,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,bike_theft,1357
9811,2019,20304,südliche Luisenstadt,FriedrichshainKreuzberg,bike_theft,1667
9812,2019,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,bike_theft,921
9813,2019,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,bike_theft,1310
9814,2019,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,bike_theft,1139
9815,2019,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,bike_theft,1427
9816,2019,30101,Buch,Pankow,bike_theft,696
9817,2019,30202,Blankenfelde/Niederschönhausen,Pankow,bike_theft,522
9818,2019,30203,Buchholz,Pankow,bike_theft,356
9819,2019,30304,Karow,Pankow,bike_theft,474
9820,2019,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,bike_theft,967
9821,2019,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,bike_theft,280
9822,2019,30406,Pankow Zentrum,Pankow,bike_theft,1364
9823,2019,30408,Pankow Süd,Pankow,bike_theft,1004
9824,2019,30509,Weißensee,Pankow,bike_theft,912
9825,2019,30510,Weißensee Ost,Pankow,bike_theft,600
9826,2019,30611,Prenzlauer Berg Nordwest,Pankow,bike_theft,1434
9827,2019,30612,Prenzlauer Berg Nord,Pankow,bike_theft,1432
9828,2019,30613,Helmholtzplatz,Pankow,bike_theft,1001
9829,2019,30614,Prenzlauer Berg Ost,Pankow,bike_theft,1175
9830,2019,30715,Prenzlauer Berg Südwest,Pankow,bike_theft,1330
9831,2019,30716,Prenzlauer Berg Süd,Pankow,bike_theft,1074
9832,2019,40101,CharlottenburgNord,CharlottenburgWilmersdorf,bike_theft,303
9833,2019,40202,Heerstrasse,CharlottenburgWilmersdorf,bike_theft,352
9834,2019,40203,Westend,CharlottenburgWilmersdorf,bike_theft,715
9835,2019,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,bike_theft,707
9836,2019,40305,Mierendorffplatz,CharlottenburgWilmersdorf,bike_theft,649
9837,2019,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,bike_theft,1237
9838,2019,40307,Neue Kantstraße,CharlottenburgWilmersdorf,bike_theft,998
9839,2019,40308,Kantstraße,CharlottenburgWilmersdorf,bike_theft,1248
9840,2019,40309,Kurfürstendamm,CharlottenburgWilmersdorf,bike_theft,1415
9841,2019,40310,Halensee,CharlottenburgWilmersdorf,bike_theft,1019
9842,2019,40411,Grunewald,CharlottenburgWilmersdorf,bike_theft,440
9843,2019,40412,Schmargendorf,CharlottenburgWilmersdorf,bike_theft,619
9844,2019,40413,Wiesbadener Straße,CharlottenburgWilmersdorf,bike_theft,1032
9845,2019,40514,Düsseldorfer Straße,CharlottenburgWilmersdorf,bike_theft,905
9846,2019,40515,Barstraße,CharlottenburgWilmersdorf,bike_theft,1137
9847,2019,40516,Volkspark Wilmersdorf,CharlottenburgWilmersdorf,bike_theft,1187
9848,2019,40617,Forst Grunewald,CharlottenburgWilmersdorf,bike_theft,4478
9849,2019,50101,Hakenfelde,Spandau,bike_theft,244
9850,2019,50102,Falkenhagener Feld,Spandau,bike_theft,274
9851,2019,50103,Spandau Mitte,Spandau,bike_theft,448
9852,2019,50204,Brunsbütteler Damm,Spandau,bike_theft,505
9853,2019,50205,Heerstraße Nord,Spandau,bike_theft,295
9854,2019,50206,Wilhelmstadt,Spandau,bike_theft,442
9855,2019,50307,Haselhorst,Spandau,bike_theft,331
9856,2019,50308,Siemensstadt,Spandau,bike_theft,751
9857,2019,50409,Gatow/Kladow,Spandau,bike_theft,192
9858,2019,60101,Schloßstr.,SteglitzZehlendorf,bike_theft,1754
9859,2019,60102,Albrechtstr.,SteglitzZehlendorf,bike_theft,508
9860,2019,60203,Lankwitz,SteglitzZehlendorf,bike_theft,240
9861,2019,60204,Ostpreußendamm,SteglitzZehlendorf,bike_theft,457
9862,2019,60305,Teltower Damm,SteglitzZehlendorf,bike_theft,1098
9863,2019,60306,Drakestr.,SteglitzZehlendorf,bike_theft,575
9864,2019,60407,Zehlendorf Südwest,SteglitzZehlendorf,bike_theft,593
9865,2019,60408,Zehlendorf Nord,SteglitzZehlendorf,bike_theft,908
9866,2019,70101,SchönebergNord,TempelhofSchöneberg,bike_theft,1254
9867,2019,70202,SchönebergSüd,TempelhofSchöneberg,bike_theft,1164
9868,2019,70303,Friedenau,TempelhofSchöneberg,bike_theft,902
9869,2019,70404,Tempelhof,TempelhofSchöneberg,bike_theft,623
9870,2019,70505,Mariendorf,TempelhofSchöneberg,bike_theft,387
9871,2019,70606,Marienfelde,TempelhofSchöneberg,bike_theft,330
9872,2019,70707,Lichtenrade,TempelhofSchöneberg,bike_theft,243
9873,2019,80101,Schillerpromenade,Neukölln,bike_theft,791
9874,2019,80102,Neuköllner Mitte/Zentrum,Neukölln,bike_theft,1021
9875,2019,80103,Reuterstraße,Neukölln,bike_theft,1583
9876,2019,80104,Rixdorf,Neukölln,bike_theft,1152
9877,2019,80105,Köllnische Heide,Neukölln,bike_theft,293
9878,2019,80206,Britz,Neukölln,bike_theft,450
9879,2019,80207,Buckow,Neukölln,bike_theft,133
9880,2019,80308,Gropiusstadt,Neukölln,bike_theft,281
9881,2019,80409,Buckow Nord,Neukölln,bike_theft,330
9882,2019,80410,Rudow,Neukölln,bike_theft,212
9883,2019,90101,AltTreptow,TreptowKöpenick,bike_theft,2469
9884,2019,90102,Plänterwald,TreptowKöpenick,bike_theft,566
9885,2019,90103,Baumschulenweg,TreptowKöpenick,bike_theft,754
9886,2019,90104,Johannisthal,TreptowKöpenick,bike_theft,454
9887,2019,90205,Oberschöneweide,TreptowKöpenick,bike_theft,721
9888,2019,90206,Niederschöneweide,TreptowKöpenick,bike_theft,1369
9889,2019,90207,Adlershof,TreptowKöpenick,bike_theft,1225
9890,2019,90208,Köllnische Vorstadt/Spindlersfeld,TreptowKöpenick,bike_theft,732
9891,2019,90309,Altglienicke,TreptowKöpenick,bike_theft,332
9892,2019,90310,Bohnsdorf,TreptowKöpenick,bike_theft,464
9893,2019,90311,Grünau,TreptowKöpenick,bike_theft,1100
9894,2019,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,TreptowKöpenick,bike_theft,250
9895,2019,90413,KöpenickSüd,TreptowKöpenick,bike_theft,217
9896,2019,90414,AllendeViertel,TreptowKöpenick,bike_theft,748
9897,2019,90415,AltstadtKietz,TreptowKöpenick,bike_theft,687
9898,2019,90416,Müggelheim,TreptowKöpenick,bike_theft,207
9899,2019,90517,Friedrichshagen,TreptowKöpenick,bike_theft,951
9900,2019,90518,Rahnsdorf/Hessenwinkel,TreptowKöpenick,bike_theft,727
9901,2019,90519,Dammvorstadt,TreptowKöpenick,bike_theft,1342
9902,2019,90520,KöpenickNord,TreptowKöpenick,bike_theft,470
9903,2019,100101,MarzahnNord,MarzahnHellersdorf,bike_theft,221
9904,2019,100102,MarzahnMitte,MarzahnHellersdorf,bike_theft,138
9905,2019,100103,MarzahnSüd,MarzahnHellersdorf,bike_theft,262
9906,2019,100204,HellersdorfNord,MarzahnHellersdorf,bike_theft,263
9907,2019,100205,HellersdorfOst,MarzahnHellersdorf,bike_theft,375
9908,2019,100206,HellersdorfSüd,MarzahnHellersdorf,bike_theft,230
9909,2019,100307,Biesdorf,MarzahnHellersdorf,bike_theft,570
9910,2019,100408,Kaulsdorf,MarzahnHellersdorf,bike_theft,506
9911,2019,100409,Mahlsdorf,MarzahnHellersdorf,bike_theft,267
9912,2019,110101,"Malchow, Wartenberg und Falkenberg",Lichtenberg,bike_theft,206
9913,2019,110102,NeuHohenschönhausen Nord,Lichtenberg,bike_theft,179
9914,2019,110103,NeuHohenschönhausen Süd,Lichtenberg,bike_theft,334
9915,2019,110204,AltHohenschönhausen Nord,Lichtenberg,bike_theft,381
9916,2019,110205,AltHohenschönhausen Süd,Lichtenberg,bike_theft,441
9917,2019,110306,Fennpfuhl,Lichtenberg,bike_theft,395
9918,2019,110307,AltLichtenberg,Lichtenberg,bike_theft,689
9919,2019,110308,Frankfurter Allee Süd,Lichtenberg,bike_theft,914
9920,2019,110409,Neu Lichtenberg,Lichtenberg,bike_theft,1146
9921,2019,110410,Friedrichsfelde Nord,Lichtenberg,bike_theft,502
9922,2019,110411,Friedrichsfelde Süd,Lichtenberg,bike_theft,451
9923,2019,110512,Rummelsburger Bucht,Lichtenberg,bike_theft,2372
9924,2019,110513,Karlshorst,Lichtenberg,bike_theft,621
9925,2019,121031,Ost 1  Reginhardstr.,Reinickendorf,bike_theft,409
9926,2019,121032,Ost 2  AltReinickendorf,Reinickendorf,bike_theft,329
9927,2019,122141,West 1  TegelSüd/Flughafensee,Reinickendorf,bike_theft,271
9928,2019,122144,West 4  AugusteViktoriaAllee,Reinickendorf,bike_theft,361
9929,2019,122145,West 5  Tegel/Tegeler Forst,Reinickendorf,bike_theft,617
9930,2019,122242,West 2  Heiligensee/Konradshöhe,Reinickendorf,bike_theft,253
9931,2019,122311,Nord 1  Frohnau/Hermsdorf,Reinickendorf,bike_theft,824
9932,2019,123012,Nord 2  Waidmannslust/Wittenau/Lübars,Reinickendorf,bike_theft,481
9933,2019,123021,MV 1  Märkisches Viertel,Reinickendorf,bike_theft,189
9934,2019,123022,MV 2  Rollbergsiedlung,Reinickendorf,bike_theft,194
9935,2019,123043,West 3  Borsigwalde/Freie Scholle,Reinickendorf,bike_theft,417
9936,2012,10111,Tiergarten Süd,Mitte,burglary,540
9937,2012,10112,Regierungsviertel,Mitte,burglary,404
9938,2012,10113,Alexanderplatz,Mitte,burglary,583
9939,2012,10114,Brunnenstraße Süd,Mitte,burglary,512
9940,2012,10221,Moabit West,Mitte,burglary,384
9941,2012,10222,Moabit Ost,Mitte,burglary,258
9942,2012,10331,Osloer Straße,Mitte,burglary,645
9943,2012,10332,Brunnenstraße Nord,Mitte,burglary,714
9944,2012,10441,Parkviertel,Mitte,burglary,379
9945,2012,10442,Wedding Zentrum,Mitte,burglary,567
9946,2012,20101,Südliche Friedrichstadt,FriedrichshainKreuzberg,burglary,562
9947,2012,20202,Tempelhofer Vorstadt,FriedrichshainKreuzberg,burglary,640
9948,2012,20303,nördliche Luisenstadt,FriedrichshainKreuzberg,burglary,515
9949,2012,20304,südliche Luisenstadt,FriedrichshainKreuzberg,burglary,575
9950,2012,20405,KarlMarxAlleeNord,FriedrichshainKreuzberg,burglary,252
9951,2012,20407,KarlMarxAlleeSüd,FriedrichshainKreuzberg,burglary,257
9952,2012,20506,Frankfurter Allee Nord,FriedrichshainKreuzberg,burglary,217
9953,2012,20508,Frankfurter Allee Süd FK,FriedrichshainKreuzberg,burglary,359
9954,2012,30101,Buch,Pankow,burglary,161
9955,2012,30202,Blankenfelde/Niederschönhausen,Pankow,burglary,273
9956,2012,30203,Buchholz,Pankow,burglary,226
9957,2012,30304,Karow,Pankow,burglary,102
9958,2012,30307,Blankenburg/Heinersdorf/Märchenland,Pankow,burglary,389
9959,2012,30405,Schönholz/Wilhelmsruh/Rosenthal,Pankow,burglary,479
9960,2012,30406,Pankow Zentrum,Pankow,burglary,188
9961,2012,30408,Pankow Süd,Pankow,burglary,157
9962,2012,30509,Weißensee,Pankow,burglary,282
9963,2012,30510,Weißensee Ost,Pankow,burglary,153
9964,2012,30611,Prenzlauer Berg Nordwest,Pankow,burglary,330
9965,2012,30612,Prenzlauer Berg Nord,Pankow,burglary,260
9966,2012,30613,Helmholtzplatz,Pankow,burglary,467
9967,2012,30614,Prenzlauer Berg Ost,Pankow,burglary,251
9968,2012,30715,Prenzlauer Berg Südwest,Pankow,burglary,615
9969,2012,30716,Prenzlauer Berg Süd,Pankow,burglary,412
9970,2012,40101,CharlottenburgNord,CharlottenburgWilmersdorf,burglary,547
9971,2012,40202,Heerstrasse,CharlottenburgWilmersdorf,burglary,408
9972,2012,40203,Westend,CharlottenburgWilmersdorf,burglary,428
9973,2012,40304,Schloß Charlottenburg,CharlottenburgWilmersdorf,burglary,380
9974,2012,40305,Mierendorffplatz,CharlottenburgWilmersdorf,burglary,267
9975,2012,40306,OttoSuhrAllee,CharlottenburgWilmersdorf,burglary,444
9976,2012,40307,Neue Kantstraße,CharlottenburgWilmersdorf,burglary,458
9977,2012,40308,Kantstraße,CharlottenburgWilmersdorf,burglary,567
9978,2012,40309,Kurfürstendamm,CharlottenburgWilmersdorf,burglary,646
9979,2012,40310,Halensee,CharlottenburgWilmersdorf,burglary,542
9980,2012,40411,Grunewald,CharlottenburgWilmersdorf,burglary,1084
9981,2012,40412,Schmargendorf,CharlottenburgWilmersdorf,burglary,623
9982,2012,40413,Wiesbadener Straße,CharlottenburgWilmersdorf,burglary,300
9983,2012,40514,Düsseldorfer Straße,CharlottenburgWilmersdorf,burglary,539
9984,2012,40515,Barstraße,CharlottenburgWilmersdorf,burglary,326
9985,2012,40516,Volkspark Wilmersdorf,CharlottenburgWilmersdorf,burglary,352
9986,2012,40617,Forst Grunewald,CharlottenburgWilmersdorf,burglary,0
9987,2012,50101,Hakenfelde,Spandau,burglary,238
9988,2012,50102,Falkenhagener Feld,Spandau,burglary,187
9989,2012,50103,Spandau Mitte,Spandau,burglary,207
9990,2012,50204,Brunsbütteler Damm,Spandau,burglary,203
9991,2012,50205,Heerstraße Nord,Spandau,burglary,341
9992,2012,50206,Wilhelmstadt,Spandau,burglary,295
9993,2012,50307,Haselhorst,Spandau,burglary,378
9994,2012,50308,Siemensstadt,Spandau,burglary,336
9995,2012,50409,Gatow/Kladow,Spandau,burglary,366
9996,2012,60101,Schloßstr.,SteglitzZehlendorf,burglary,369
9997,2012,60102,Albrechtstr.,SteglitzZehlendorf,burglary,265
9998,2012,60203,Lankwitz,SteglitzZehlendorf,burglary,215
9999,2012,60204,Ostpreußendamm,SteglitzZehlendorf,burglary,277
10000,2012,60305,Teltower Damm,SteglitzZehlendorf,burglary,315
10001,2012,60306,Drakestr.,SteglitzZehlendorf,burglary,298
10002,2012,60407,Zehlendorf Südwest,SteglitzZehlendorf,burglary,443
10003,2012,60408,Zehlendorf Nord,SteglitzZehlendorf,burglary,501
10004,2012,70101,SchönebergNord,TempelhofSchöneberg,burglary,620
10005,2012,70202,SchönebergSüd,TempelhofSchöneberg,burglary,461
10006,2012,70303,Friedenau,TempelhofSchöneberg,burglary,277
10007,2012,70404,Tempelhof,TempelhofSchöneberg,burglary,270
10008,2012,70505,Mariendorf,TempelhofSchöneberg,burglary,263
10009,2012,70606,Marienfelde,TempelhofSchöneberg,burglary,171
10010,2012,70707,Lichtenrade,TempelhofSchöneberg,burglary,299
10011,2012,80101,Schillerpromenade,Neukölln,burglary,485
10012,2012,80102,Neuköllner Mitte/Zentrum,Neukölln,burglary,545
10013,2012,80103,Reuterstraße,Neukölln,burglary,631
10014,2012,80104,Rixdorf,Neukölln,burglary,517
10015,2012,80105,Köllnische Heide,Neukölln,burglary,407
10016,2012,80206,Britz,Neukölln,burglary,432
10017,2012,80207,Buckow,Neukölln,burglary,225
10018,2012,80308,Gropiusstadt,Neukölln,burglary,186
10019,2012,80409,Buckow Nord,Neukölln,burglary,495
10020,2012,80410,Rudow,Neukölln,burglary,432
