year;hood_id;neighborhood;district;robbery;street_robbery;injury_assault;agg_assault;threat;theft;car_theft;theft_from_car;bike_theft;burglary;fire_without_intention;arson_with_intention;property_damage;property_damage_graffiti;drugs;criminal_hood
2018;060306;Drakestr.;SteglitzZehlendorf;20;6;515;89;222;3551;123;993;709;172;61;22;664;61;91;1312
2018;060407;Zehlendorf Südwest;SteglitzZehlendorf;22;15;612;149;179;3404;105;821;530;183;105;41;1164;545;119;1146
2018;060408;Zehlendorf Nord;SteglitzZehlendorf;33;16;423;94;199;3901;133;1003;723;386;40;19;1050;428;140;1134
2018;070101;SchönebergNord;TempelhofSchöneberg;231;146;1584;473;451;12299;109;781;1183;261;53;28;1167;245;908;6773
2018;070202;SchönebergSüd;TempelhofSchöneberg;84;33;1063;255;420;6968;98;649;1353;226;39;16;1149;341;508;3367
2018;070303;Friedenau;TempelhofSchöneberg;49;21;572;150;236;4900;155;512;940;189;39;19;774;174;120;1608
2018;070404;Tempelhof;TempelhofSchöneberg;87;37;997;231;399;5705;161;997;771;205;78;17;1242;366;548;2637
2018;070505;Mariendorf;TempelhofSchöneberg;54;31;695;145;251;3368;109;802;358;228;59;25;875;149;157;1720
2018;070606;Marienfelde;TempelhofSchöneberg;68;37;656;149;269;3269;74;700;279;161;62;28;653;142;189;1625
2018;070707;Lichtenrade;TempelhofSchöneberg;49;25;686;119;220;2237;74;599;193;207;37;16;716;146;148;1357
2018;080101;Schillerpromenade;Neukölln;247;142;1634;558;373;7142;111;1119;706;265;111;65;1329;237;1144;3919
2018;080102;Neuköllner Mitte/Zentrum;Neukölln;278;147;1843;561;477;11676;128;1379;986;176;87;42;1544;163;871;4030
2018;080103;Reuterstraße;Neukölln;133;70;1463;526;341;7236;70;912;1004;173;53;25;1232;423;829;3394
2018;080104;Rixdorf;Neukölln;81;44;1310;354;487;5129;81;735;782;216;57;25;1269;251;580;3346
2018;080105;Köllnische Heide;Neukölln;161;45;1679;476;663;7230;232;1846;289;270;154;58;2361;122;566;4001
2018;080206;Britz;Neukölln;161;95;1014;224;468;4775;173;1220;417;304;78;41;1185;207;217;2750
2018;080207;Buckow;Neukölln;55;24;691;141;347;1947;110;581;124;144;55;31;667;93;117;1675
2018;080308;Gropiusstadt;Neukölln;147;86;1068;254;399;5033;139;653;270;179;37;8;902;70;128;3366
2018;080409;Buckow Nord;Neukölln;103;62;801;144;441;4558;246;1140;359;144;82;41;595;41;113;1858
2018;080410;Rudow;Neukölln;76;51;506;113;225;2529;177;687;205;292;60;18;713;117;74;1324
2018;090101;AltTreptow;TreptowKöpenick;249;169;1247;258;346;10502;113;805;2334;169;48;8;1465;507;620;3992
2018;090102;Plänterwald;TreptowKöpenick;143;71;597;134;223;3670;187;873;677;151;36;36;855;205;134;1737
2018;090103;Baumschulenweg;TreptowKöpenick;65;11;756;173;378;4517;146;702;638;416;59;49;902;130;119;2075
2018;090104;Johannisthal;TreptowKöpenick;25;15;684;100;384;2885;190;714;459;145;120;25;848;120;95;1782
2018;090205;Oberschöneweide;TreptowKöpenick;70;35;1564;344;462;3929;269;925;507;115;79;31;1180;225;357;3035
2018;090206;Niederschöneweide;TreptowKöpenick;254;148;1770;320;516;9137;246;770;1123;139;57;49;1688;885;885;2991
2018;090207;Adlershof;TreptowKöpenick;99;47;981;228;280;6191;202;794;1214;182;42;21;1292;452;239;2097
2018;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;83;28;1034;194;369;2991;138;526;701;120;55;18;1052;268;323;2095
2018;090309;Altglienicke;TreptowKöpenick;37;26;666;104;268;2507;208;536;376;253;37;7;681;134;126;1473
2018;090310;Bohnsdorf;TreptowKöpenick;54;31;919;124;247;3376;247;463;394;278;70;23;680;100;54;1599
2018;090311;Grünau;TreptowKöpenick;47;16;450;78;217;4161;109;745;1351;248;124;47;1816;1227;78;1320
2018;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;0;0;389;23;69;1693;69;343;275;183;92;46;481;46;69;847
2018;090413;KöpenickSüd;TreptowKöpenick;0;0;511;85;195;2098;103;523;371;219;116;18;693;67;61;1277
2018;090414;AllendeViertel;TreptowKöpenick;63;31;441;79;331;2740;157;535;457;94;47;31;724;110;110;1197
2018;090415;AltstadtKietz;TreptowKöpenick;26;13;1564;378;391;2749;91;313;769;13;39;13;1277;235;274;2697
2018;090416;Müggelheim;TreptowKöpenick;30;15;299;60;134;1254;75;448;194;134;60;60;373;90;75;657
2018;090517;Friedrichshagen;TreptowKöpenick;32;27;569;149;160;3113;154;261;1139;69;43;27;841;208;53;1240
2018;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;21;0;317;63;158;2754;63;549;1002;253;42;32;528;95;106;654
2018;090519;Dammvorstadt;TreptowKöpenick;81;45;1293;443;325;5957;90;488;1049;72;27;9;1320;244;280;2549
2018;090520;KöpenickNord;TreptowKöpenick;101;70;523;78;187;2012;78;320;593;273;47;8;725;94;101;1310
2018;100101;MarzahnNord;MarzahnHellersdorf;108;83;1581;269;319;2711;224;410;389;75;79;12;1279;348;219;2686
2018;100102;MarzahnMitte;MarzahnHellersdorf;80;45;1416;292;397;3455;278;519;202;95;103;31;965;134;198;2636
2018;100103;MarzahnSüd;MarzahnHellersdorf;42;21;848;140;343;3583;369;754;221;112;68;18;910;140;146;1885
2018;100204;HellersdorfNord;MarzahnHellersdorf;73;39;1572;291;563;3752;196;373;280;98;165;70;1516;319;308;3057
2018;100205;HellersdorfOst;MarzahnHellersdorf;68;44;1342;213;421;2388;170;344;325;39;92;29;1119;194;242;2471
2018;100206;HellersdorfSüd;MarzahnHellersdorf;64;28;1533;354;419;2624;133;314;394;89;125;32;1324;398;201;2604
2018;100307;Biesdorf;MarzahnHellersdorf;45;22;553;111;237;3869;148;493;683;364;78;22;705;152;100;1206
2018;100408;Kaulsdorf;MarzahnHellersdorf;21;10;602;68;203;2228;78;493;576;161;57;10;846;83;88;1428
2018;100409;Mahlsdorf;MarzahnHellersdorf;21;10;392;66;153;1983;62;475;465;236;3;3;562;166;45;825
2018;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;64;42;722;127;212;2231;85;149;276;574;127;42;701;106;42;1338
2018;110102;NeuHohenschönhausen Nord;Lichtenberg;58;24;974;193;310;2677;182;420;234;89;79;31;836;55;272;2295
2018;110103;NeuHohenschönhausen Süd;Lichtenberg;88;59;1310;289;304;3454;187;666;384;110;62;18;1032;110;161;2620
2018;110204;AltHohenschönhausen Nord;Lichtenberg;49;12;1246;296;463;4238;160;580;265;259;74;43;1147;407;197;2221
2018;110205;AltHohenschönhausen Süd;Lichtenberg;34;19;772;146;223;2900;319;676;363;158;47;25;719;146;99;1597
2018;110306;Fennpfuhl;Lichtenberg;39;24;949;233;340;3385;224;696;481;143;63;18;896;122;134;1952
2018;110307;AltLichtenberg;Lichtenberg;111;72;1604;384;374;7406;218;879;820;130;88;36;1152;280;273;3306
2018;110308;Frankfurter Allee Süd;Lichtenberg;110;60;1715;419;349;8037;219;888;1007;140;60;40;1625;469;848;3331
2018;110409;Neu Lichtenberg;Lichtenberg;91;55;1067;228;328;5002;149;495;1067;210;58;18;1200;386;176;2343
2018;110410;Friedrichsfelde Nord;Lichtenberg;53;33;956;178;310;3298;350;541;435;132;119;33;844;171;139;1932
2018;110411;Friedrichsfelde Süd;Lichtenberg;56;36;639;115;262;3208;183;560;556;87;36;20;794;171;67;1544
2018;110512;Rummelsburger Bucht;Lichtenberg;48;48;700;241;386;7119;338;820;2389;290;48;48;989;410;338;2099
2018;110513;Karlshorst;Lichtenberg;22;15;362;92;196;2723;162;284;789;243;59;18;539;100;66;1007
2018;121031;Ost 1  Reginhardstr.;Reinickendorf;113;42;1202;262;446;3168;145;608;389;219;64;32;856;141;223;2652
2018;121032;Ost 2  AltReinickendorf;Reinickendorf;133;55;1052;214;528;5224;192;1071;443;247;52;11;1119;295;498;2518
2018;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;71;26;1738;462;686;5292;192;1251;263;237;64;38;1090;38;1341;3496
2018;122144;West 4  AugusteViktoriaAllee;Reinickendorf;102;58;1530;366;540;4747;80;907;283;167;73;25;1019;102;301;2832
2018;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;171;72;1760;449;646;8691;45;548;628;251;36;9;1625;386;314;3358
2018;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;29;13;388;79;163;1606;58;434;192;280;17;8;363;42;134;789
2018;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;39;9;407;87;171;2961;156;1039;560;479;39;21;608;93;96;1012
2018;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;80;35;1193;312;458;3717;111;535;420;309;35;10;990;264;302;2434
2018;123021;MV 1  Märkisches Viertel;Reinickendorf;111;55;1167;254;463;2855;191;646;174;86;75;20;677;38;239;2309
2018;123022;MV 2  Rollbergsiedlung;Reinickendorf;54;22;1099;226;550;3211;75;582;259;205;22;0;1153;312;194;2198
2018;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;37;18;573;128;305;3082;171;737;359;335;24;18;828;195;110;1626
2019;010111;Tiergarten Süd;Mitte;404;236;2456;619;861;15282;101;1332;1992;370;87;40;2335;518;1554;6594
2019;010112;Regierungsviertel;Mitte;334;159;4411;1083;1210;29395;104;1369;2803;175;151;32;3957;1290;1354;8416
2019;010113;Alexanderplatz;Mitte;301;177;3417;869;730;19525;110;1020;1634;238;75;21;2272;662;1969;6628
2019;010114;Brunnenstraße Süd;Mitte;126;91;842;201;248;5839;122;572;1134;201;57;22;1332;540;270;2833
2019;010221;Moabit West;Mitte;143;63;1479;454;436;4551;102;695;704;201;60;32;1384;197;1335;3043
2019;010222;Moabit Ost;Mitte;123;74;1672;385;592;9416;69;615;897;246;100;41;1423;246;1423;4095
2019;010331;Osloer Straße;Mitte;156;77;1863;431;549;6341;118;741;728;197;79;18;1200;297;715;3735
2019;010332;Brunnenstraße Nord;Mitte;158;107;1761;511;532;6456;148;1018;835;191;76;25;1499;567;1056;3560
2019;010441;Parkviertel;Mitte;138;97;1511;344;471;6007;108;1064;562;244;71;28;1167;186;337;3221
2019;010442;Wedding Zentrum;Mitte;150;73;1683;459;520;5013;75;769;539;196;64;24;1320;330;996;3180
2019;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;307;172;1758;491;626;9756;106;1098;1186;258;101;42;1611;253;1527;4562
2019;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;181;125;1329;431;413;8832;172;800;1801;172;84;35;2011;807;803;3228
2019;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;425;303;2371;973;448;11352;122;1077;1357;217;118;36;1842;380;2231;4991
2019;020304;südliche Luisenstadt;FriedrichshainKreuzberg;689;568;2007;951;473;8874;140;829;1667;197;167;57;1966;394;4962;4984
2019;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;158;108;933;241;253;5226;207;548;921;187;33;21;1236;245;241;2630
2019;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;384;290;3087;1102;628;14190;141;843;1310;129;78;35;1883;471;3020;6169
2019;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;97;52;1214;352;310;5935;107;271;1139;158;155;29;1949;381;391;3912
2019;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;243;169;1790;650;309;7868;88;477;1427;125;72;28;1955;617;2434;4798
2019;030101;Buch;Pankow;53;29;1433;336;537;4376;100;460;696;47;153;35;1527;301;224;2589
2019;030202;Blankenfelde/Niederschönhausen;Pankow;24;17;366;48;204;2319;107;460;522;214;52;24;719;111;76;1161
2019;030203;Buchholz;Pankow;16;0;417;55;230;2006;38;400;356;159;22;11;477;60;49;905
2019;030304;Karow;Pankow;20;20;413;46;209;1881;31;270;474;240;31;20;515;153;107;897
2019;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;38;26;686;141;308;4497;147;737;967;288;58;26;1160;256;154;1474
2019;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;60;44;444;49;181;2941;104;669;280;516;60;27;664;99;44;1388
2019;030406;Pankow Zentrum;Pankow;109;92;652;158;247;4270;128;397;1364;158;35;8;845;239;111;1790
2019;030408;Pankow Süd;Pankow;74;43;659;120;288;3119;208;457;1004;131;51;20;850;254;131;1789
2019;030509;Weißensee;Pankow;42;23;906;190;357;4500;159;513;912;216;31;16;1044;263;177;2201
2019;030510;Weißensee Ost;Pankow;65;26;952;183;346;3840;202;698;600;196;59;26;1199;222;332;2601
2019;030611;Prenzlauer Berg Nordwest;Pankow;136;94;951;245;264;5249;158;355;1434;143;57;8;1109;340;581;2343
2019;030612;Prenzlauer Berg Nord;Pankow;80;33;763;142;285;5801;259;625;1432;150;40;15;1107;325;256;2254
2019;030613;Helmholtzplatz;Pankow;48;35;786;180;228;3910;123;263;1001;259;35;9;1356;579;154;2124
2019;030614;Prenzlauer Berg Ost;Pankow;133;81;1219;232;457;7773;280;670;1175;265;85;26;1826;659;339;3049
2019;030715;Prenzlauer Berg Südwest;Pankow;67;33;1400;340;255;5723;140;517;1330;259;48;18;1374;488;185;2786
2019;030716;Prenzlauer Berg Süd;Pankow;83;42;457;77;196;3711;163;433;1074;190;21;12;937;314;136;1789
2019;040101;CharlottenburgNord;CharlottenburgWilmersdorf;180;51;1621;431;564;5572;467;1724;303;385;144;92;1026;144;1108;3540
2019;040202;Heerstrasse;CharlottenburgWilmersdorf;122;99;1437;375;390;5174;183;1116;352;619;31;23;1345;482;329;2935
2019;040203;Westend;CharlottenburgWilmersdorf;108;66;1092;286;495;6624;181;1099;715;426;59;38;1134;153;157;2864
2019;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;106;37;966;171;503;3667;65;394;707;130;45;20;1100;313;219;2351
2019;040305;Mierendorffplatz;CharlottenburgWilmersdorf;169;71;1071;240;467;4977;175;928;649;149;91;52;1291;214;311;2972
2019;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;111;57;1577;379;497;6937;72;1041;1237;236;89;57;1716;347;300;3791
2019;040307;Neue Kantstraße;CharlottenburgWilmersdorf;69;36;1132;271;408;5047;190;816;998;299;48;28;909;105;287;2667
2019;040308;Kantstraße;CharlottenburgWilmersdorf;105;46;1503;328;538;10172;68;456;1248;255;41;18;774;77;328;3699
2019;040309;Kurfürstendamm;CharlottenburgWilmersdorf;547;232;4933;1364;1100;25735;161;1840;1415;367;71;32;2451;650;1505;8613
2019;040310;Halensee;CharlottenburgWilmersdorf;121;76;1063;191;376;7011;159;949;1019;357;51;38;1063;89;191;3197
2019;040411;Grunewald;CharlottenburgWilmersdorf;77;41;680;97;358;4005;159;1238;440;598;46;10;1350;583;107;2143
2019;040412;Schmargendorf;CharlottenburgWilmersdorf;60;47;559;87;253;4499;193;958;619;466;53;20;779;146;106;1677
2019;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;38;32;443;86;162;4121;205;535;1032;211;38;5;745;97;108;1664
2019;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;119;53;811;203;290;5260;209;980;905;259;75;34;1114;371;250;2518
2019;040515;Barstraße;CharlottenburgWilmersdorf;61;41;798;135;372;4871;183;886;1137;203;27;20;771;142;264;2321
2019;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;74;46;652;134;259;5722;111;962;1187;324;54;11;876;151;273;2612
2019;040617;Forst Grunewald;CharlottenburgWilmersdorf;8955;8955;25373;8955;19403;53731;1493;16418;4478;1493;19403;19403;22388;7463;5970;65672
2019;050101;Hakenfelde;Spandau;46;15;628;133;240;3097;156;659;244;118;99;61;872;50;99;1813
2019;050102;Falkenhagener Feld;Spandau;48;26;957;178;389;2551;194;360;274;127;110;38;718;22;161;2138
2019;050103;Spandau Mitte;Spandau;174;83;1799;429;673;5202;126;662;448;94;75;43;1418;129;713;3561
2019;050204;Brunsbütteler Damm;Spandau;58;13;706;171;305;3503;213;522;505;104;71;25;864;42;75;1829
2019;050205;Heerstraße Nord;Spandau;70;30;1213;258;409;2882;117;506;295;171;84;40;1133;235;141;2480
2019;050206;Wilhelmstadt;Spandau;106;55;1640;409;551;6709;82;565;442;150;55;22;993;109;276;3132
2019;050307;Haselhorst;Spandau;115;45;956;210;497;4417;312;809;331;134;89;64;688;57;249;2148
2019;050308;Siemensstadt;Spandau;102;63;1001;195;352;5176;344;1016;751;297;63;39;1016;258;266;2580
2019;050409;Gatow/Kladow;Spandau;30;15;464;106;308;1755;96;171;192;434;40;30;625;20;40;1215
2019;060101;Schloßstr.;SteglitzZehlendorf;176;104;1085;230;357;10309;185;701;1754;294;185;23;1121;203;316;2653
2019;060102;Albrechtstr.;SteglitzZehlendorf;66;43;514;92;240;2788;148;578;508;266;58;23;799;169;111;1582
2019;060203;Lankwitz;SteglitzZehlendorf;44;21;817;139;305;2914;118;554;240;270;44;14;769;69;180;1937
2019;060204;Ostpreußendamm;SteglitzZehlendorf;62;28;605;112;283;2676;149;530;457;185;45;20;720;191;81;1440
2019;060305;Teltower Damm;SteglitzZehlendorf;105;82;505;85;275;3418;67;596;1098;146;35;6;707;93;149;1312
2019;060306;Drakestr.;SteglitzZehlendorf;40;20;537;100;265;2943;104;577;575;188;38;14;631;70;88;1349
2019;060407;Zehlendorf Südwest;SteglitzZehlendorf;56;37;538;148;300;3360;141;582;593;352;115;70;1524;894;134;1443
2019;060408;Zehlendorf Nord;SteglitzZehlendorf;72;35;475;93;258;4148;151;882;908;345;56;30;1106;501;100;1320
2019;070101;SchönebergNord;TempelhofSchöneberg;244;158;1439;402;445;9161;76;748;1254;221;62;35;1312;455;807;3937
2019;070202;SchönebergSüd;TempelhofSchöneberg;84;47;1182;277;408;6050;92;573;1164;172;43;16;1199;345;470;3182
2019;070303;Friedenau;TempelhofSchöneberg;58;34;581;109;259;4656;154;696;902;197;69;32;833;189;144;1665
2019;070404;Tempelhof;TempelhofSchöneberg;101;41;1245;265;498;5843;178;1069;623;265;72;29;1331;389;439;3258
2019;070505;Mariendorf;TempelhofSchöneberg;76;40;627;128;487;3459;115;821;387;325;40;13;755;128;162;2039
2019;070606;Marienfelde;TempelhofSchöneberg;49;28;801;206;314;2918;148;589;330;142;71;31;773;123;126;1716
2019;070707;Lichtenrade;TempelhofSchöneberg;64;43;636;104;249;1948;155;435;243;184;70;23;769;137;133;1304
2019;080101;Schillerpromenade;Neukölln;192;102;1458;534;383;6125;65;751;791;312;74;49;1248;182;1415;3515
2019;080102;Neuköllner Mitte/Zentrum;Neukölln;263;137;1997;711;571;12316;79;1205;1021;255;84;47;1669;313;1234;4532
2019;080103;Reuterstraße;Neukölln;194;118;1522;512;471;8601;60;746;1583;287;106;58;1494;370;1164;4327
2019;080104;Rixdorf;Neukölln;136;99;1219;379;367;5798;45;726;1152;228;57;40;1357;223;857;3730
2019;080105;Köllnische Heide;Neukölln;153;51;1408;357;624;7561;306;1854;293;261;147;76;1325;96;541;3822
2019;080206;Britz;Neukölln;120;69;1070;247;501;4830;159;1068;450;441;58;28;1186;145;334;3105
2019;080207;Buckow;Neukölln;82;48;757;143;406;1934;99;529;133;167;44;20;1105;34;174;2313
2019;080308;Gropiusstadt;Neukölln;129;72;1201;346;458;4510;121;895;281;193;56;19;986;80;126;2779
2019;080409;Buckow Nord;Neukölln;113;52;845;196;433;3773;113;835;330;309;52;31;856;41;113;2227
2019;080410;Rudow;Neukölln;57;36;691;148;305;2047;171;476;212;294;32;25;716;34;103;1586
2019;090101;AltTreptow;TreptowKöpenick;253;166;1607;475;483;11824;182;855;2469;245;79;24;1496;412;1116;6260
2019;090102;Plänterwald;TreptowKöpenick;44;9;495;97;301;4739;283;858;566;336;18;9;902;141;62;2272
2019;090103;Baumschulenweg;TreptowKöpenick;74;42;648;90;329;4279;239;727;754;228;53;37;754;138;159;1683
2019;090104;Johannisthal;TreptowKöpenick;60;30;610;106;338;2979;237;811;454;197;71;30;721;55;161;1714
2019;090205;Oberschöneweide;TreptowKöpenick;43;17;1439;326;412;5162;339;1555;721;159;103;47;1430;271;361;3217
2019;090206;Niederschöneweide;TreptowKöpenick;127;80;1767;486;478;8295;239;661;1369;159;72;32;1998;844;382;3327
2019;090207;Adlershof;TreptowKöpenick;71;46;873;184;398;5019;245;715;1225;117;46;31;1225;266;143;2022
2019;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;9;9;1189;284;329;3292;155;476;732;119;110;37;1381;302;219;2369
2019;090309;Altglienicke;TreptowKöpenick;40;29;778;161;285;2450;321;438;332;201;58;18;599;77;142;1614
2019;090310;Bohnsdorf;TreptowKöpenick;38;23;815;152;320;3365;190;503;464;213;38;23;898;84;107;1942
2019;090311;Grünau;TreptowKöpenick;30;15;497;121;347;3784;181;528;1100;211;226;136;2050;965;121;1718
2019;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;68;0;501;68;228;1798;205;182;250;0;114;91;364;68;46;956
2019;090413;KöpenickSüd;TreptowKöpenick;25;17;383;42;117;1466;75;308;217;242;150;100;491;58;67;941
2019;090414;AllendeViertel;TreptowKöpenick;9;0;645;146;172;3053;172;456;748;43;69;43;808;129;155;1479
2019;090415;AltstadtKietz;TreptowKöpenick;56;42;1429;308;561;2522;56;392;687;28;42;0;1738;294;378;2929
2019;090416;Müggelheim;TreptowKöpenick;15;15;311;104;133;1272;59;163;207;74;163;148;710;148;163;784
2019;090517;Friedrichshagen;TreptowKöpenick;63;37;705;172;141;2926;209;340;951;78;99;21;920;251;84;1233
2019;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;0;0;432;53;179;2507;147;432;727;147;42;42;832;211;137;811
2019;090519;Dammvorstadt;TreptowKöpenick;166;122;1796;523;401;6589;183;628;1342;96;70;26;1403;314;567;3251
2019;090520;KöpenickNord;TreptowKöpenick;23;23;609;185;231;2043;116;409;470;278;100;39;702;146;123;1372
2019;100101;MarzahnNord;MarzahnHellersdorf;117;71;1690;296;434;2312;225;296;221;71;113;38;1273;325;221;2846
2019;100102;MarzahnMitte;MarzahnHellersdorf;117;86;1486;357;396;3587;305;678;138;46;102;35;1056;136;271;2652
2019;100103;MarzahnSüd;MarzahnHellersdorf;86;49;1044;226;317;4013;405;898;262;117;29;16;844;55;182;2157
2019;100204;HellersdorfNord;MarzahnHellersdorf;129;77;1456;244;457;4397;167;482;263;79;137;63;1453;178;306;3582
2019;100205;HellersdorfOst;MarzahnHellersdorf;137;93;1190;239;395;2658;190;385;375;49;151;49;917;146;205;2633
2019;100206;HellersdorfSüd;MarzahnHellersdorf;69;44;1075;182;339;2286;117;226;230;28;85;28;1099;323;182;1911
2019;100307;Biesdorf;MarzahnHellersdorf;61;32;736;137;278;3744;173;548;570;274;58;22;675;105;123;1428
2019;100408;Kaulsdorf;MarzahnHellersdorf;41;21;583;108;201;2670;124;418;506;207;72;36;707;88;93;1162
2019;100409;Mahlsdorf;MarzahnHellersdorf;10;10;291;58;137;1666;130;301;267;291;31;14;653;192;103;674
2019;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;21;0;495;124;124;2268;21;289;206;289;103;0;722;124;124;866
2019;110102;NeuHohenschönhausen Nord;Lichtenberg;37;20;1170;213;362;1850;176;264;179;58;98;37;859;81;230;2155
2019;110103;NeuHohenschönhausen Süd;Lichtenberg;73;55;1202;290;331;3142;235;544;334;81;77;18;944;66;96;2594
2019;110204;AltHohenschönhausen Nord;Lichtenberg;104;55;1210;252;393;5471;215;835;381;215;43;37;1062;80;160;2880
2019;110205;AltHohenschönhausen Süd;Lichtenberg;55;31;783;136;231;3471;271;690;441;92;31;9;706;105;111;1825
2019;110306;Fennpfuhl;Lichtenberg;65;33;926;169;291;3134;178;549;395;134;74;30;1063;172;134;2036
2019;110307;AltLichtenberg;Lichtenberg;238;174;1781;406;480;6780;303;818;689;103;122;68;1433;303;329;3591
2019;110308;Frankfurter Allee Süd;Lichtenberg;199;70;1580;507;368;6887;338;646;914;50;99;60;1719;447;874;2902
2019;110409;Neu Lichtenberg;Lichtenberg;95;63;1041;266;349;5070;155;319;1146;107;45;27;1259;272;152;3091
2019;110410;Friedrichsfelde Nord;Lichtenberg;117;91;998;241;476;3697;346;737;502;52;78;13;1115;287;150;2315
2019;110411;Friedrichsfelde Süd;Lichtenberg;54;35;727;159;237;3531;218;541;451;194;51;23;984;136;148;1944
2019;110512;Rummelsburger Bucht;Lichtenberg;96;72;1390;335;479;7954;264;1318;2372;287;216;144;1917;671;264;3522
2019;110513;Karlshorst;Lichtenberg;22;22;425;94;178;2613;138;406;621;265;29;15;475;87;47;1045
2019;121031;Ost 1  Reginhardstr.;Reinickendorf;73;49;1125;262;416;3309;147;601;409;269;80;42;786;84;363;2579
2019;121032;Ost 2  AltReinickendorf;Reinickendorf;124;77;1030;245;482;4605;150;1044;329;307;40;18;1147;424;435;2432
2019;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;57;25;1612;435;687;7766;132;1367;271;233;57;19;894;38;1323;3326
2019;122144;West 4  AugusteViktoriaAllee;Reinickendorf;106;47;1279;306;587;4867;77;929;361;197;58;22;987;230;255;2860
2019;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;259;134;1467;474;626;7694;63;340;617;322;72;36;1136;233;304;3131
2019;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;29;12;319;87;232;1514;95;361;253;178;29;17;481;54;75;825
2019;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;42;24;318;69;162;2647;123;459;824;261;12;3;594;84;132;857
2019;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;109;61;1193;273;395;3721;96;433;481;298;51;10;982;237;353;2335
2019;123021;MV 1  Märkisches Viertel;Reinickendorf;104;55;1220;306;465;2732;127;556;189;99;97;47;710;27;181;2449
2019;123022;MV 2  Rollbergsiedlung;Reinickendorf;65;43;904;205;366;3154;140;388;194;366;54;22;1679;603;226;2282
2019;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;48;24;575;109;260;2976;127;581;417;230;36;6;478;48;187;1318
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
