year;hood_id;neighborhood;district;robbery;street_robbery;injury_assault;agg_assault;threat;theft;car_theft;theft_from_car;bike_theft;burglary;fire_without_intention;arson_with_intention;property_damage;property_damage_graffiti;drugs;criminal_hood
2015;030613;Helmholtzplatz;Pankow;32;18;600;162;180;9533;144;442;1457;311;23;14;1263;433;90;5452
2015;030614;Prenzlauer Berg Ost;Pankow;120;62;886;187;280;10982;222;1667;1523;295;66;35;2009;972;167;3023
2015;030715;Prenzlauer Berg Südwest;Pankow;67;36;1130;317;202;9990;234;861;1539;460;40;16;1571;539;182;4759
2015;030716;Prenzlauer Berg Süd;Pankow;41;25;451;107;163;7442;248;1025;1100;301;44;31;1047;326;50;3906
2015;040101;CharlottenburgNord;CharlottenburgWilmersdorf;127;58;1247;207;616;6332;281;1778;361;382;69;21;1184;53;849;3577
2015;040202;Heerstrasse;CharlottenburgWilmersdorf;96;56;1197;311;311;6868;303;1986;606;877;56;8;1165;311;263;2481
2015;040203;Westend;CharlottenburgWilmersdorf;84;40;831;190;434;10710;292;1258;649;514;77;22;1079;98;51;2683
2015;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;113;54;979;247;443;5190;109;598;1087;276;46;17;874;71;138;2559
2015;040305;Mierendorffplatz;CharlottenburgWilmersdorf;134;67;1036;307;381;6327;187;1410;822;314;80;47;949;107;200;2539
2015;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;164;95;1515;363;469;9741;107;996;1542;363;57;23;1462;160;286;4126
2015;040307;Neue Kantstraße;CharlottenburgWilmersdorf;140;89;965;217;285;7757;247;1165;1425;519;17;13;893;140;472;2837
2015;040308;Kantstraße;CharlottenburgWilmersdorf;316;127;1301;325;462;15843;94;947;1532;443;24;14;1065;71;561;3639
2015;040309;Kurfürstendamm;CharlottenburgWilmersdorf;725;345;6171;1707;1138;38321;345;2391;1863;786;81;47;2439;535;793;10852
2015;040310;Halensee;CharlottenburgWilmersdorf;116;68;847;198;362;9344;239;1359;984;567;20;7;1045;232;102;3395
2015;040411;Grunewald;CharlottenburgWilmersdorf;54;32;662;124;360;5251;258;1679;425;995;43;22;651;38;59;2254
2015;040412;Schmargendorf;CharlottenburgWilmersdorf;63;42;461;70;175;5005;343;1349;713;531;14;14;615;49;49;1405
2015;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;28;6;436;28;182;3871;133;735;1105;210;22;11;574;121;39;1712
2015;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;126;58;680;123;331;7576;201;1471;1241;450;52;19;1082;353;162;2677
2015;040515;Barstraße;CharlottenburgWilmersdorf;137;79;813;137;324;7047;216;1431;1632;475;14;0;733;122;173;2797
2015;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;122;83;670;104;235;6491;176;1069;1521;348;15;9;744;182;125;2200
2015;040617;Forst Grunewald;CharlottenburgWilmersdorf;0;0;25333;6667;8000;42667;1333;17333;1333;0;5333;4000;12000;1333;0;40000
2015;050101;Hakenfelde;Spandau;69;43;834;117;386;3603;130;664;308;195;56;30;799;65;65;2418
2015;050102;Falkenhagener Feld;Spandau;78;43;1021;217;454;3254;98;449;358;235;71;23;837;58;91;2853
2015;050103;Spandau Mitte;Spandau;289;158;1789;453;722;7639;183;868;556;249;72;32;1508;278;502;4566
2015;050204;Brunsbütteler Damm;Spandau;65;22;686;121;328;3562;160;552;289;280;65;22;776;47;43;1872
2015;050205;Heerstraße Nord;Spandau;79;50;1203;292;461;3839;108;673;202;270;76;43;1062;310;83;2899
2015;050206;Wilhelmstadt;Spandau;89;43;1319;260;463;6453;111;831;534;220;46;17;997;111;417;2641
2015;050307;Haselhorst;Spandau;136;45;1020;188;435;6545;370;929;474;247;65;32;747;84;130;3139
2015;050308;Siemensstadt;Spandau;118;47;1025;229;394;7831;276;1033;615;315;103;39;923;173;110;2894
2015;050409;Gatow/Kladow;Spandau;21;5;538;144;200;2507;72;712;179;333;56;21;533;51;10;1041
2015;060101;Schloßstr.;SteglitzZehlendorf;115;60;923;185;291;11519;120;978;1615;295;28;9;1001;254;152;2128
2015;060102;Albrechtstr.;SteglitzZehlendorf;62;41;446;91;241;2715;183;579;442;257;15;14;697;118;89;1521
2015;060203;Lankwitz;SteglitzZehlendorf;45;26;629;126;262;2288;102;493;260;248;17;0;708;122;186;1456
2015;060204;Ostpreußendamm;SteglitzZehlendorf;46;20;534;127;231;3415;115;666;591;476;52;20;635;81;104;1405
2015;060305;Teltower Damm;SteglitzZehlendorf;48;30;454;91;221;4357;151;748;1327;400;33;18;763;203;127;1251
2015;060306;Drakestr.;SteglitzZehlendorf;38;21;424;59;206;4018;193;869;547;422;23;6;534;89;87;1175
2015;060407;Zehlendorf Südwest;SteglitzZehlendorf;59;27;532;113;242;4652;180;872;762;536;23;4;1212;407;66;1341
2015;060408;Zehlendorf Nord;SteglitzZehlendorf;60;31;464;99;226;5986;214;1380;1089;830;36;14;1070;368;89;1736
2015;070101;SchönebergNord;TempelhofSchöneberg;330;208;1681;461;476;10535;138;1044;1312;468;54;23;1310;264;542;4242
2015;070202;SchönebergSüd;TempelhofSchöneberg;117;55;1073;255;318;7006;111;830;1528;318;18;10;1028;182;364;2730
2015;070303;Friedenau;TempelhofSchöneberg;79;49;508;71;252;5723;166;810;1203;219;20;11;744;236;95;1517
2015;070404;Tempelhof;TempelhofSchöneberg;85;37;1076;233;449;6207;205;1132;661;202;90;18;1301;236;342;2619
2015;070505;Mariendorf;TempelhofSchöneberg;77;43;579;139;196;4162;165;840;339;232;43;22;734;78;135;1511
2015;070606;Marienfelde;TempelhofSchöneberg;54;29;701;143;300;3590;92;593;373;287;57;16;781;70;134;1703
2015;070707;Lichtenrade;TempelhofSchöneberg;60;36;572;90;313;2462;241;447;291;455;56;18;674;76;120;1398
2015;080101;Schillerpromenade;Neukölln;280;160;1383;412;436;6858;92;1072;774;310;77;31;1533;372;2477;3491
2015;080102;Neuköllner Mitte/Zentrum;Neukölln;236;106;1985;626;564;12250;145;1069;883;406;78;28;1690;248;531;4511
2015;080103;Reuterstraße;Neukölln;265;126;1160;327;372;8303;79;669;1338;394;69;32;1259;307;481;3230
2015;080104;Rixdorf;Neukölln;191;111;1188;346;450;6330;126;851;1121;492;67;32;1282;195;453;3655
2015;080105;Köllnische Heide;Neukölln;207;110;1579;369;628;7857;317;2052;375;272;123;65;2653;330;356;4077
2015;080206;Britz;Neukölln;128;64;1014;253;416;5512;168;1285;548;326;66;38;924;137;274;2483
2015;080207;Buckow;Neukölln;39;18;618;129;304;2664;196;768;221;386;54;36;614;89;54;1575
2015;080308;Gropiusstadt;Neukölln;123;91;1012;250;373;5431;162;584;513;162;110;25;1646;121;88;3023
2015;080409;Buckow Nord;Neukölln;117;53;1001;160;341;4590;160;831;383;394;64;53;522;11;117;2087
2015;080410;Rudow;Neukölln;65;47;512;103;262;3111;231;820;386;425;68;26;729;98;84;1412
2015;090101;AltTreptow;TreptowKöpenick;470;313;1243;417;443;10557;261;757;2487;339;43;35;1548;461;1270;3913
2015;090102;Plänterwald;TreptowKöpenick;55;27;546;55;364;6092;474;1229;546;219;46;9;1120;237;64;2550
2015;090103;Baumschulenweg;TreptowKöpenick;79;28;668;112;258;4874;236;870;618;415;39;11;837;163;140;1926
2015;090104;Johannisthal;TreptowKöpenick;59;21;514;96;230;3191;155;530;391;327;59;37;546;80;102;1349
2015;090205;Oberschöneweide;TreptowKöpenick;78;29;1322;392;441;4752;223;814;547;189;82;19;1308;223;237;2935
2015;090206;Niederschöneweide;TreptowKöpenick;93;47;1093;215;374;8733;159;616;1177;187;112;56;1877;962;374;2401
2015;090207;Adlershof;TreptowKöpenick;133;48;750;145;284;6594;169;774;1041;145;73;36;1028;218;151;1742
2015;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;30;20;985;227;305;3122;167;355;729;98;39;30;975;227;197;2295
2015;090309;Altglienicke;TreptowKöpenick;27;15;424;107;202;2610;210;488;336;389;27;8;450;38;65;1244
2015;090310;Bohnsdorf;TreptowKöpenick;73;16;317;98;252;3502;130;723;309;723;33;8;569;33;163;934
2015;090311;Grünau;TreptowKöpenick;35;35;438;175;280;4900;175;805;1260;385;53;35;998;88;35;1995
2015;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;0;0;508;121;145;3096;97;605;218;919;48;48;726;48;24;1112
2015;090413;KöpenickSüd;TreptowKöpenick;12;12;580;118;231;2362;174;555;480;87;125;31;661;12;87;1327
2015;090414;AllendeViertel;TreptowKöpenick;48;16;778;111;207;3765;207;302;731;64;0;0;524;32;95;1382
2015;090415;AltstadtKietz;TreptowKöpenick;0;0;1385;294;462;3261;70;518;798;70;140;98;1175;98;182;2659
2015;090416;Müggelheim;TreptowKöpenick;0;0;461;61;261;1551;15;430;108;200;31;31;491;15;31;983
2015;090517;Friedrichshagen;TreptowKöpenick;39;11;308;67;162;3856;146;610;1416;123;39;22;739;168;22;1075
2015;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;11;0;473;132;176;3423;77;726;1024;572;99;44;770;132;55;880
2015;090519;Dammvorstadt;TreptowKöpenick;159;89;1834;476;397;7665;59;506;1259;149;50;30;1547;288;793;3847
2015;090520;KöpenickNord;TreptowKöpenick;24;0;348;65;235;2810;105;486;786;332;32;8;875;113;16;1393
2015;100101;MarzahnNord;MarzahnHellersdorf;111;68;1433;240;458;2434;171;483;338;90;103;34;988;141;167;2665
2015;100102;MarzahnMitte;MarzahnHellersdorf;110;58;1445;283;385;4004;292;969;275;134;84;19;1062;110;149;2702
2015;100103;MarzahnSüd;MarzahnHellersdorf;105;49;932;178;246;4697;343;1037;235;300;68;16;1024;167;119;1982
2015;100204;HellersdorfNord;MarzahnHellersdorf;96;47;1769;309;583;4630;213;763;355;137;82;12;1568;315;236;3654
2015;100205;HellersdorfOst;MarzahnHellersdorf;71;40;1228;222;419;2946;162;652;399;71;61;15;1364;268;227;2602
2015;100206;HellersdorfSüd;MarzahnHellersdorf;94;61;1001;146;321;2543;167;505;285;130;130;12;838;208;134;2059
2015;100307;Biesdorf;MarzahnHellersdorf;43;23;535;109;234;5027;180;863;703;660;39;8;788;191;98;1202
2015;100408;Kaulsdorf;MarzahnHellersdorf;16;5;515;102;118;2862;150;509;525;547;16;16;563;96;86;901
2015;100409;Mahlsdorf;MarzahnHellersdorf;15;7;280;47;116;2323;160;404;469;454;29;15;444;73;33;662
2015;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;91;46;661;91;205;3303;68;387;387;251;46;23;615;68;68;1253
2015;110102;NeuHohenschönhausen Nord;Lichtenberg;46;28;1096;191;237;2511;286;470;311;60;71;25;736;99;149;2154
2015;110103;NeuHohenschönhausen Süd;Lichtenberg;70;19;1092;236;248;3548;248;442;349;147;58;15;678;58;136;2162
2015;110204;AltHohenschönhausen Nord;Lichtenberg;113;42;976;262;262;6532;113;735;474;756;35;14;1011;49;113;2347
2015;110205;AltHohenschönhausen Süd;Lichtenberg;63;23;781;143;194;4981;410;1081;637;340;37;13;784;130;67;2265
2015;110306;Fennpfuhl;Lichtenberg;74;43;552;108;200;4359;318;1005;688;277;37;15;996;240;111;1782
2015;110307;AltLichtenberg;Lichtenberg;139;75;1300;346;378;7685;257;1161;951;342;89;46;1364;406;135;3014
2015;110308;Frankfurter Allee Süd;Lichtenberg;170;70;889;160;170;6892;260;1139;1229;280;110;50;1059;190;729;2397
2015;110409;Neu Lichtenberg;Lichtenberg;80;51;845;164;203;5365;199;646;974;203;45;19;1193;341;161;2196
2015;110410;Friedrichsfelde Nord;Lichtenberg;58;22;961;211;189;4084;371;779;313;379;51;7;830;189;95;2067
2015;110411;Friedrichsfelde Süd;Lichtenberg;33;25;548;114;208;2951;176;429;446;204;41;16;858;208;49;1394
2015;110512;Rummelsburger Bucht;Lichtenberg;87;87;1076;436;233;6166;291;756;1076;465;29;0;1222;233;378;2589
2015;110513;Karlshorst;Lichtenberg;24;8;448;86;179;3489;200;587;921;245;61;24;603;102;90;1133
2015;121031;Ost 1  Reginhardstr.;Reinickendorf;146;63;1597;369;552;4292;146;750;463;276;63;26;1030;105;332;3445
2015;121032;Ost 2  AltReinickendorf;Reinickendorf;160;92;1161;260;455;6017;160;1322;611;260;76;23;1188;233;504;3075
2015;122141;West 1  TegelSüd/Flughafensee;Reinickendorf;61;20;1328;279;702;5401;177;1063;225;320;54;20;817;89;1403;2902
2015;122144;West 4  AugusteViktoriaAllee;Reinickendorf;122;57;1439;341;520;6379;142;857;459;222;34;15;1148;184;245;3696
2015;122145;West 5  Tegel/Tegeler Forst;Reinickendorf;158;84;1703;475;409;9834;28;521;1089;251;47;19;1470;437;521;3898
2015;122242;West 2  Heiligensee/Konradshöhe;Reinickendorf;21;4;369;75;168;2284;105;633;335;469;21;8;683;151;96;817
2015;122311;Nord 1  Frohnau/Hermsdorf;Reinickendorf;82;43;350;64;167;3089;109;988;556;581;15;9;578;82;91;930
2015;123012;Nord 2  Waidmannslust/Wittenau/Lübars;Reinickendorf;136;81;1105;236;443;5101;136;918;494;394;58;26;834;197;242;2268
2015;123021;MV 1  Märkisches Viertel;Reinickendorf;173;88;1348;356;536;5447;191;969;324;111;93;24;818;50;255;3844
2015;123022;MV 2  Rollbergsiedlung;Reinickendorf;249;79;1265;237;621;4688;169;915;282;328;34;34;2892;2157;181;2542
2015;123043;West 3  Borsigwalde/Freie Scholle;Reinickendorf;74;25;787;174;360;3669;87;738;285;322;12;6;750;68;149;1940
2016;010111;Tiergarten Süd;Mitte;445;370;3166;740;857;17263;103;1960;1583;439;82;14;1638;212;953;6051
2016;010112;Regierungsviertel;Mitte;883;620;4537;808;1165;54452;141;2273;2912;507;94;28;3288;1043;658;8491
2016;010113;Alexanderplatz;Mitte;310;192;2517;692;589;23479;151;1466;2382;418;88;38;2004;617;1005;5315
2016;010114;Brunnenstraße Süd;Mitte;116;78;855;177;269;8965;221;814;1843;310;65;24;1360;583;228;2831
2016;010221;Moabit West;Mitte;226;125;1576;488;416;6917;112;1123;1029;303;99;40;1266;156;1411;3555
2016;010222;Moabit Ost;Mitte;211;112;2055;494;579;9000;101;1292;1372;392;117;32;1281;184;1185;4452
2016;010331;Osloer Straße;Mitte;221;127;1960;478;562;10198;120;1204;876;486;88;31;1251;192;647;4022
2016;010332;Brunnenstraße Nord;Mitte;216;112;1601;477;490;8363;192;1186;922;376;93;21;1417;349;629;3461
2016;010441;Parkviertel;Mitte;142;71;1522;382;493;8373;140;1236;814;266;44;24;1325;233;455;3796
2016;010442;Wedding Zentrum;Mitte;204;119;1833;506;523;7576;101;1112;784;337;62;25;1224;257;1155;3763
2016;020101;Südliche Friedrichstadt;FriedrichshainKreuzberg;470;279;1687;563;487;11878;164;1900;1437;333;108;27;1643;279;1834;4030
2016;020202;Tempelhofer Vorstadt;FriedrichshainKreuzberg;177;93;1233;359;369;9706;202;1102;1797;317;86;48;1402;291;442;3030
2016;020303;nördliche Luisenstadt;FriedrichshainKreuzberg;554;346;2479;1038;461;14615;106;1215;1592;279;111;31;2342;719;2697;4542
2016;020304;südliche Luisenstadt;FriedrichshainKreuzberg;522;343;1657;602;343;9667;114;945;1372;232;110;34;2027;724;4107;3563
2016;020405;KarlMarxAlleeNord;FriedrichshainKreuzberg;132;64;949;217;247;6671;285;906;1127;332;72;43;1268;302;119;3493
2016;020407;KarlMarxAlleeSüd;FriedrichshainKreuzberg;448;299;2174;668;394;13614;195;979;1705;253;62;17;1884;510;1747;5531
2016;020506;Frankfurter Allee Nord;FriedrichshainKreuzberg;101;41;1041;284;328;7269;115;659;1717;213;183;51;2089;433;483;3563
2016;020508;Frankfurter Allee Süd FK;FriedrichshainKreuzberg;258;138;1798;498;316;9177;112;618;1620;216;100;46;2328;832;1912;4542
2016;030101;Buch;Pankow;69;31;1124;264;483;5951;163;904;672;320;176;82;1199;119;163;2492
2016;030202;Blankenfelde/Niederschönhausen;Pankow;25;0;546;98;221;2834;90;503;477;329;54;33;629;127;98;1349
2016;030203;Buchholz;Pankow;6;0;242;28;231;2589;158;540;214;298;17;6;563;180;51;794
2016;030304;Karow;Pankow;26;10;369;62;120;1971;47;385;458;374;73;26;427;78;62;728
2016;030307;Blankenburg/Heinersdorf/Märchenland;Pankow;27;20;434;115;237;5513;129;753;685;515;95;34;637;81;41;1085
2016;030405;Schönholz/Wilhelmsruh/Rosenthal;Pankow;45;17;405;79;141;2922;90;619;422;360;39;28;529;113;45;1047
2016;030406;Pankow Zentrum;Pankow;65;40;682;122;273;5979;139;597;1483;301;43;20;878;315;102;2032
2016;030408;Pankow Süd;Pankow;59;35;518;94;200;4073;124;703;1136;177;44;15;950;230;115;1977
2016;030509;Weißensee;Pankow;86;59;888;194;331;5256;169;495;842;194;86;35;1151;301;153;2547
2016;030510;Weißensee Ost;Pankow;59;7;780;118;302;4374;203;800;498;243;98;46;1187;328;216;2348
2016;030611;Prenzlauer Berg Nordwest;Pankow;129;74;895;231;320;9392;254;797;1907;340;43;12;1301;418;324;4446
2016;030612;Prenzlauer Berg Nord;Pankow;96;37;582;136;232;7888;203;751;2051;261;59;29;1223;317;129;2810
2016;030613;Helmholtzplatz;Pankow;94;31;693;139;255;6910;125;429;1573;317;45;13;1171;384;201;3231
2016;030614;Prenzlauer Berg Ost;Pankow;141;80;1120;272;298;9973;249;1373;1709;421;84;15;2149;990;233;2799
2016;030715;Prenzlauer Berg Südwest;Pankow;96;34;1250;355;340;9818;252;890;2045;436;57;19;1422;604;107;3795
2016;030716;Prenzlauer Berg Süd;Pankow;58;24;480;101;135;5293;260;829;1352;297;40;12;1138;358;119;2261
2016;040101;CharlottenburgNord;CharlottenburgWilmersdorf;190;87;1604;365;689;6949;314;1963;339;262;103;62;1408;134;1012;3968
2016;040202;Heerstrasse;CharlottenburgWilmersdorf;71;39;1150;307;252;4850;205;984;535;622;47;24;1071;331;181;2244
2016;040203;Westend;CharlottenburgWilmersdorf;91;38;1110;223;447;10254;269;1372;600;241;45;21;935;122;126;2635
2016;040304;Schloß Charlottenburg;CharlottenburgWilmersdorf;70;25;945;132;334;5338;182;784;941;243;58;37;809;70;190;2294
2016;040305;Mierendorffplatz;CharlottenburgWilmersdorf;172;73;902;166;511;5742;152;1014;557;186;53;27;1286;325;252;2427
2016;040306;OttoSuhrAllee;CharlottenburgWilmersdorf;180;109;1611;341;491;10291;139;1375;1532;337;94;37;1596;386;217;3585
2016;040307;Neue Kantstraße;CharlottenburgWilmersdorf;176;97;969;260;382;6655;290;1263;1167;256;42;25;801;88;235;2623
2016;040308;Kantstraße;CharlottenburgWilmersdorf;214;116;1450;311;390;14110;112;827;1641;409;33;19;1088;125;683;3300
2016;040309;Kurfürstendamm;CharlottenburgWilmersdorf;712;395;4446;1146;1055;30872;246;2052;1780;466;71;32;2382;440;641;8161
2016;040310;Halensee;CharlottenburgWilmersdorf;101;47;757;189;406;7584;230;1467;757;351;20;7;710;61;142;2602
2016;040411;Grunewald;CharlottenburgWilmersdorf;48;37;505;69;303;4687;292;1318;499;845;43;16;680;106;96;1865
2016;040412;Schmargendorf;CharlottenburgWilmersdorf;48;14;580;103;235;4533;221;1332;435;428;48;7;538;41;55;1442
2016;040413;Wiesbadener Straße;CharlottenburgWilmersdorf;49;38;425;76;164;3963;196;780;1227;207;33;11;594;142;55;1227
2016;040514;Düsseldorfer Straße;CharlottenburgWilmersdorf;116;71;724;138;341;6702;212;1328;1013;325;29;16;1087;473;190;2283
2016;040515;Barstraße;CharlottenburgWilmersdorf;60;33;902;186;312;5342;173;942;1294;192;53;7;644;106;179;1958
2016;040516;Volkspark Wilmersdorf;CharlottenburgWilmersdorf;126;71;773;176;259;6328;159;920;1229;168;29;12;673;126;209;1958
2016;040617;Forst Grunewald;CharlottenburgWilmersdorf;0;0;14130;4348;4348;86957;0;15217;3261;0;4348;4348;10870;2174;2174;20652
2016;050101;Hakenfelde;Spandau;58;33;845;190;265;3945;116;774;348;228;83;41;716;46;87;1888
2016;050102;Falkenhagener Feld;Spandau;69;30;1071;213;429;3183;104;578;364;263;72;25;798;89;94;2422
2016;050103;Spandau Mitte;Spandau;216;147;1932;496;654;7222;108;773;751;208;44;14;1250;158;496;3808
2016;050204;Brunsbütteler Damm;Spandau;55;26;672;140;221;3435;145;575;255;345;60;17;856;106;85;1660
2016;050205;Heerstraße Nord;Spandau;91;46;1467;327;482;3879;70;545;225;404;113;49;1235;338;141;3194
2016;050206;Wilhelmstadt;Spandau;136;60;1487;355;510;7167;111;800;651;353;49;16;1112;90;182;3272
2016;050307;Haselhorst;Spandau;133;57;1106;216;400;5718;235;978;432;184;114;51;781;102;191;2395
2016;050308;Siemensstadt;Spandau;84;61;974;205;426;6269;167;875;502;145;53;23;1233;167;160;2595
2016;050409;Gatow/Kladow;Spandau;20;20;489;105;235;2357;140;325;245;469;40;15;399;15;40;989
2016;060101;Schloßstr.;SteglitzZehlendorf;165;92;861;201;275;12001;169;948;1758;302;37;23;902;160;119;2253
2016;060102;Albrechtstr.;SteglitzZehlendorf;44;17;501;82;245;3071;195;687;505;241;59;40;653;85;118;1463
2016;060203;Lankwitz;SteglitzZehlendorf;54;28;590;127;260;2949;208;538;262;224;68;21;796;92;187;1433
2016;060204;Ostpreußendamm;SteglitzZehlendorf;31;14;700;134;225;3357;191;689;683;299;40;23;863;117;103;1612
2016;060305;Teltower Damm;SteglitzZehlendorf;38;30;568;86;245;4180;142;579;1446;443;27;6;896;136;103;1422
2016;060306;Drakestr.;SteglitzZehlendorf;29;17;496;102;201;4036;191;857;631;423;17;6;594;116;85;1212
2016;060407;Zehlendorf Südwest;SteglitzZehlendorf;42;12;567;116;301;3970;166;879;609;443;58;23;763;108;108;1414
2016;060408;Zehlendorf Nord;SteglitzZehlendorf;47;33;427;106;197;5654;251;1519;1087;700;35;9;1183;472;99;1282
2016;070101;SchönebergNord;TempelhofSchöneberg;318;203;1551;398;475;9915;143;925;1305;316;58;24;1378;195;589;3951
2016;070202;SchönebergSüd;TempelhofSchöneberg;86;56;1065;209;330;6662;157;716;1530;253;54;28;963;167;354;2587
2016;070303;Friedenau;TempelhofSchöneberg;80;54;506;93;229;6273;180;946;1106;171;52;30;876;236;108;1645
2016;070404;Tempelhof;TempelhofSchöneberg;105;50;1109;242;410;6436;305;1178;706;180;74;14;1146;276;365;2592
2016;070505;Mariendorf;TempelhofSchöneberg;64;33;700;144;285;3729;211;797;322;411;76;41;912;155;175;1810
2016;070606;Marienfelde;TempelhofSchöneberg;62;34;800;137;233;3340;171;557;495;153;68;19;675;50;168;1569
2016;070707;Lichtenrade;TempelhofSchöneberg;43;22;682;121;198;2832;225;672;346;486;47;18;627;69;204;1384
2016;080101;Schillerpromenade;Neukölln;206;117;1732;582;465;7455;89;812;806;314;89;46;1388;323;1025;4381
2016;080102;Neuköllner Mitte/Zentrum;Neukölln;297;146;1969;629;516;12579;146;1009;983;323;86;37;1661;230;454;4684
2016;080103;Reuterstraße;Neukölln;191;108;1255;401;412;8479;73;655;1220;274;55;30;1322;477;386;3378
2016;080104;Rixdorf;Neukölln;166;93;1180;366;383;6120;137;825;996;322;81;46;1209;171;344;3524
2016;080105;Köllnische Heide;Neukölln;109;51;1531;378;647;8765;346;1775;308;461;109;58;1916;141;449;5036
2016;080206;Britz;Neukölln;129;73;1105;270;448;5702;263;1328;389;511;110;56;1131;150;167;3014
2016;080207;Buckow;Neukölln;42;32;632;179;267;2291;175;677;137;344;46;18;695;70;70;1484
2016;080308;Gropiusstadt;Neukölln;128;87;917;261;402;5163;147;641;413;228;49;14;1444;130;144;2880
2016;080409;Buckow Nord;Neukölln;52;0;1044;209;438;5709;271;1221;501;376;52;31;741;52;125;2442
2016;080410;Rudow;Neukölln;56;32;724;171;278;3379;328;749;331;585;32;14;724;53;86;1540
2016;090101;AltTreptow;TreptowKöpenick;293;176;1249;302;344;10030;184;930;2673;318;151;84;1508;377;595;3167
2016;090102;Plänterwald;TreptowKöpenick;54;36;653;163;163;5982;544;1078;979;372;36;18;961;254;82;2057
2016;090103;Baumschulenweg;TreptowKöpenick;71;38;660;192;313;4965;297;764;946;456;38;27;781;209;71;1974
2016;090104;Johannisthal;TreptowKöpenick;36;20;553;102;236;3877;220;650;835;415;15;10;574;61;72;1583
2016;090205;Oberschöneweide;TreptowKöpenick;52;38;1267;336;359;5235;312;690;1102;194;95;57;1362;303;213;2918
2016;090206;Niederschöneweide;TreptowKöpenick;118;73;1339;219;355;9199;346;756;1585;118;46;18;1157;282;291;2659
2016;090207;Adlershof;TreptowKöpenick;64;23;960;185;283;7238;393;723;1770;185;64;23;1146;266;104;2175
2016;090208;Köllnische Vorstadt/Spindlersfeld;TreptowKöpenick;37;19;1034;149;279;3585;279;540;754;140;37;9;1015;177;112;2300
2016;090309;Altglienicke;TreptowKöpenick;11;8;602;90;248;3091;320;926;297;403;49;34;625;98;60;1355
2016;090310;Bohnsdorf;TreptowKöpenick;23;0;786;195;304;3798;218;630;444;405;23;16;514;101;117;1455
2016;090311;Grünau;TreptowKöpenick;17;17;497;166;365;5123;133;879;1194;365;50;33;746;116;166;1973
2016;090312;Schmöckwitz/Karolinenhof/Rauchfangswerder;TreptowKöpenick;0;0;450;47;95;2726;142;403;166;569;24;24;308;24;24;688
2016;090413;KöpenickSüd;TreptowKöpenick;12;6;641;105;136;2373;210;499;549;80;99;49;542;92;31;1153
2016;090414;AllendeViertel;TreptowKöpenick;16;16;460;143;222;3407;285;269;380;143;48;32;729;48;63;1077
2016;090415;AltstadtKietz;TreptowKöpenick;27;27;1602;342;520;3368;123;356;1082;110;14;14;1438;301;192;3272
2016;090416;Müggelheim;TreptowKöpenick;0;0;243;46;243;1487;182;304;212;121;76;61;713;167;15;865
2016;090517;Friedrichshagen;TreptowKöpenick;33;16;640;109;208;3538;170;366;1389;93;33;16;880;213;104;1290
2016;090518;Rahnsdorf/Hessenwinkel;TreptowKöpenick;53;11;405;64;160;3488;117;565;1515;341;85;21;608;85;32;864
2016;090519;Dammvorstadt;TreptowKöpenick;76;48;1219;314;343;6895;105;305;1533;133;67;19;1543;514;390;2924
2016;090520;KöpenickNord;TreptowKöpenick;39;16;425;47;134;2575;118;370;898;339;102;16;646;102;39;1063
2016;100101;MarzahnNord;MarzahnHellersdorf;110;76;1530;254;411;2831;263;542;347;93;76;30;1127;297;144;2797
2016;100102;MarzahnMitte;MarzahnHellersdorf;105;56;1520;277;364;4369;304;862;331;62;116;25;1193;176;161;3066
2016;100103;MarzahnSüd;MarzahnHellersdorf;122;59;945;176;341;5200;444;1187;309;290;96;37;1136;184;117;2320
2016;100204;HellersdorfNord;MarzahnHellersdorf;60;32;1885;325;517;4615;190;753;330;121;98;26;1822;503;175;3475
2016;100205;HellersdorfOst;MarzahnHellersdorf;131;91;1462;292;484;3242;197;585;519;91;166;45;1492;343;247;3060
2016;100206;HellersdorfSüd;MarzahnHellersdorf;89;57;947;150;321;3207;236;459;321;146;33;20;1171;358;138;2284
2016;100307;Biesdorf;MarzahnHellersdorf;38;27;570;114;160;4591;144;654;696;635;34;11;642;118;118;1235
2016;100408;Kaulsdorf;MarzahnHellersdorf;37;11;523;74;201;2748;127;423;518;492;32;11;539;42;16;1025
2016;100409;Mahlsdorf;MarzahnHellersdorf;25;18;279;32;150;2269;118;372;454;429;7;4;347;57;36;615
2016;110101;Malchow, Wartenberg und Falkenberg;Lichtenberg;0;0;806;276;339;3712;106;318;276;361;42;42;658;212;42;1443
2016;110102;NeuHohenschönhausen Nord;Lichtenberg;91;56;947;150;252;2370;224;493;311;94;59;17;703;108;192;2007
2016;110103;NeuHohenschönhausen Süd;Lichtenberg;71;41;1228;237;297;3623;225;571;330;71;68;15;875;101;158;2425
